author,author_url,avg_rating,book_url,cover_url,ratings_count,title,source
Kate Chopin,https://www.goodreads.com/author/show/5132.Kate_Chopin,3.69,https://www.goodreads.com/book/show/58345.The_Awakening,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170507247i/58345._SY75_.jpg,3,The Awakening,Best Feminist Books
Naomi Wolf,https://www.goodreads.com/author/show/22393.Naomi_Wolf,3.91,https://www.goodreads.com/book/show/39926.The_Beauty_Myth,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388197585i/39926._SY75_.jpg,3,The Beauty Myth: How Images of Beauty Are Used Against Women,Best Feminist Books
Toni Morrison,https://www.goodreads.com/author/show/3534.Toni_Morrison,3.99,https://www.goodreads.com/book/show/6149.Beloved,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1722944318i/6149._SY75_.jpg,3,Beloved,Best Feminist Books
Kathryn Stockett,https://www.goodreads.com/author/show/1943477.Kathryn_Stockett,4.47,https://www.goodreads.com/book/show/4667024-the-help,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1622355533i/4667024._SY75_.jpg,4,The Help,Best Feminist Books
Suzanne Collins,https://www.goodreads.com/author/show/153394.Suzanne_Collins,4.35,https://www.goodreads.com/book/show/2767052-the-hunger-games,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722975i/2767052._SX50_.jpg,4,"The Hunger Games (The Hunger Games, #1)",Best Feminist Books
Laurie Halse Anderson,https://www.goodreads.com/author/show/10003.Laurie_Halse_Anderson,4.05,https://www.goodreads.com/book/show/439288.Speak,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310121762i/439288._SY75_.jpg,4,Speak,Best Feminist Books
Henrik Ibsen,https://www.goodreads.com/author/show/2730977.Henrik_Ibsen,3.77,https://www.goodreads.com/book/show/37793.A_Doll_s_House,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1660268136i/37793._SY75_.jpg,3,A Doll's House,Best Feminist Books
Zora Neale Hurston,https://www.goodreads.com/author/show/15151.Zora_Neale_Hurston,3.99,https://www.goodreads.com/book/show/37415.Their_Eyes_Were_Watching_God,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368072803i/37415._SY75_.jpg,3,Their Eyes Were Watching God,Best Feminist Books
bell hooks,https://www.goodreads.com/author/show/10697.bell_hooks,4.16,https://www.goodreads.com/book/show/168484.Feminism_Is_for_Everybody,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327933698i/168484._SY75_.jpg,4,Feminism Is for Everybody: Passionate Politics,Best Feminist Books
Mary Wollstonecraft,https://www.goodreads.com/author/show/1853305.Mary_Wollstonecraft,3.92,https://www.goodreads.com/book/show/224387.A_Vindication_of_the_Rights_of_Woman,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388191273i/224387._SY75_.jpg,3,A Vindication of the Rights of Woman,Best Feminist Books
Anita Diamant,https://www.goodreads.com/author/show/626222.Anita_Diamant,4.21,https://www.goodreads.com/book/show/4989.The_Red_Tent,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405739117i/4989._SY75_.jpg,4,The Red Tent,Best Feminist Books
Margaret Mitchell,https://www.goodreads.com/author/show/11081.Margaret_Mitchell,4.31,https://www.goodreads.com/book/show/18405.Gone_with_the_Wind,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1551144577i/18405._SY75_.jpg,4,Gone with the Wind,Best Feminist Books
Virginia Woolf,https://www.goodreads.com/author/show/6765.Virginia_Woolf,3.87,https://www.goodreads.com/book/show/18839.Orlando,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443118010i/18839._SY75_.jpg,3,Orlando,Best Feminist Books
Khaled Hosseini,https://www.goodreads.com/author/show/569.Khaled_Hosseini,4.46,https://www.goodreads.com/book/show/128029.A_Thousand_Splendid_Suns,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1655336738i/128029._SY75_.jpg,4,A Thousand Splendid Suns,Best Feminist Books
Stieg Larsson,https://www.goodreads.com/author/show/706255.Stieg_Larsson,4.18,https://www.goodreads.com/book/show/2429135.The_Girl_With_the_Dragon_Tattoo,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1684638853i/2429135._SX50_.jpg,4,"The Girl With the Dragon Tattoo (Millennium, #1)",Best Feminist Books
Jane Austen,https://www.goodreads.com/author/show/1265.Jane_Austen,4.05,https://www.goodreads.com/book/show/6969.Emma,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373627931i/6969._SY75_.jpg,4,Emma,Best Feminist Books
Sophocles,https://www.goodreads.com/author/show/1002.Sophocles,3.69,https://www.goodreads.com/book/show/7728.Antigone,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486701308i/7728._SY75_.jpg,3,"Antigone (Theban Plays, #3)",Best Feminist Books
Angela Y. Davis,https://www.goodreads.com/author/show/5863103.Angela_Y_Davis,4.59,https://www.goodreads.com/book/show/635635.Women_Race_Class,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1629762234i/635635._SY75_.jpg,4,"Women, Race & Class",Best Feminist Books
Jessica Valenti,https://www.goodreads.com/author/show/222118.Jessica_Valenti,3.86,https://www.goodreads.com/book/show/390778.Full_Frontal_Feminism,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372984021i/390778._SY75_.jpg,3,Full Frontal Feminism,Best Feminist Books
Marjane Satrapi,https://www.goodreads.com/author/show/6238.Marjane_Satrapi,4.41,https://www.goodreads.com/book/show/991197.The_Complete_Persepolis,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327876995i/991197._SX50_.jpg,4,The Complete Persepolis,Best Feminist Books
Ursula K. Le Guin,https://www.goodreads.com/author/show/874602.Ursula_K_Le_Guin,4.09,https://www.goodreads.com/book/show/18423.The_Left_Hand_of_Darkness,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488213612i/18423._SY75_.jpg,4,The Left Hand of Darkness,Best Feminist Books
Marion Zimmer Bradley,https://www.goodreads.com/author/show/4841825.Marion_Zimmer_Bradley,4.13,https://www.goodreads.com/book/show/402045.The_Mists_of_Avalon,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388857089i/402045._SY75_.jpg,4,"The Mists of Avalon (Avalon, #1)",Best Feminist Books
Judith Butler,https://www.goodreads.com/author/show/5231.Judith_Butler,4.04,https://www.goodreads.com/book/show/85767.Gender_Trouble,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349037224i/85767._SY75_.jpg,4,Gender Trouble: Feminism and the Subversion of Identity,Best Feminist Books
Ammar Habib,https://www.goodreads.com/author/show/8442873.Ammar_Habib,4.37,https://www.goodreads.com/book/show/51411855-mary-edwards-walker,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1581995068i/51411855._SY75_.jpg,4,Mary Edwards Walker: America's Only Female Medal of Honor Recipient,Best Feminist Books
Audre Lorde,https://www.goodreads.com/author/show/18486.Audre_Lorde,4.53,https://www.goodreads.com/book/show/32951.Sister_Outsider,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1168407974i/32951._SY75_.jpg,4,Sister Outsider: Essays and Speeches,Best Feminist Books
Bella DePaulo,https://www.goodreads.com/author/show/37252.Bella_DePaulo,4.16,https://www.goodreads.com/book/show/91394752-single-at-heart,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1701901990i/91394752._SX50_.jpg,4,"Single at Heart: The Power, Freedom, and Heart-Filling Joy of Single Life",Best Feminist Books
Caitlin Moran,https://www.goodreads.com/author/show/939363.Caitlin_Moran,3.71,https://www.goodreads.com/book/show/10600242-how-to-be-a-woman,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405909800i/10600242._SY75_.jpg,3,How to Be a Woman,Best Feminist Books
Inga Muscio,https://www.goodreads.com/author/show/29673.Inga_Muscio,3.88,https://www.goodreads.com/book/show/52588.Cunt,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388333495i/52588._SX50_.jpg,3,Cunt: A Declaration of Independence,Best Feminist Books
Clarissa Pinkola Estés,https://www.goodreads.com/author/show/901977.Clarissa_Pinkola_Est_s,4.1,https://www.goodreads.com/book/show/241823.Women_Who_Run_With_the_Wolves,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1662139742i/241823._SY75_.jpg,4,Women Who Run With the Wolves,Best Feminist Books
Jaclyn Friedman,https://www.goodreads.com/author/show/1727682.Jaclyn_Friedman,4.2,https://www.goodreads.com/book/show/4054212-yes-means-yes,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328746842i/4054212._SX50_.jpg,4,Yes Means Yes!: Visions of Female Sexual Power and A World Without Rape,Best Feminist Books
Louisa May Alcott,https://www.goodreads.com/author/show/1315.Louisa_May_Alcott,4.18,https://www.goodreads.com/book/show/1934.Little_Women,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562690475i/1934._SY75_.jpg,4,"Little Women (Little Women, #1)",Best Feminist Books
Fannie Flagg,https://www.goodreads.com/author/show/6125.Fannie_Flagg,4.27,https://www.goodreads.com/book/show/9375.Fried_Green_Tomatoes_at_the_Whistle_Stop_Cafe,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165961740i/9375._SY75_.jpg,4,Fried Green Tomatoes at the Whistle Stop Cafe,Best Feminist Books
Winsome Dunn McIntosh,https://www.goodreads.com/author/show/58568332.Winsome_Dunn_McIntosh,4.8,https://www.goodreads.com/book/show/240470970-an-accidental-philanthropist,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1757239682i/240470970._SX50_.jpg,4,An Accidental Philanthropist: How A Small Family Foundation Made A Big Difference,Best Feminist Books
Virginia Woolf,https://www.goodreads.com/author/show/6765.Virginia_Woolf,3.81,https://www.goodreads.com/book/show/59716.To_the_Lighthouse,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1639106809i/59716._SY75_.jpg,3,To the Lighthouse,Best Feminist Books
bell hooks,https://www.goodreads.com/author/show/10697.bell_hooks,4.45,https://www.goodreads.com/book/show/51378.Feminist_Theory,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387720517i/51378._SY75_.jpg,4,Feminist Theory: From Margin to Center,Best Feminist Books
Arthur Golden,https://www.goodreads.com/author/show/614.Arthur_Golden,4.16,https://www.goodreads.com/book/show/930.Memoirs_of_a_Geisha,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388367666i/930._SY75_.jpg,4,Memoirs of a Geisha,Best Feminist Books
Amy Tan,https://www.goodreads.com/author/show/5246.Amy_Tan,3.97,https://www.goodreads.com/book/show/7763.The_Joy_Luck_Club,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1304978653i/7763._SY75_.jpg,3,The Joy Luck Club,Best Feminist Books
Philip Pullman,https://www.goodreads.com/author/show/3618.Philip_Pullman,4.03,https://www.goodreads.com/book/show/119322.The_Golden_Compass,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1505766203i/119322._SX50_.jpg,4,"The Golden Compass (His Dark Materials, #1)",Best Feminist Books
Susan Faludi,https://www.goodreads.com/author/show/117182.Susan_Faludi,4.05,https://www.goodreads.com/book/show/200883.Backlash,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386922920i/200883._SY75_.jpg,4,Backlash: The Undeclared War Against American Women,Best Feminist Books
Malala Yousafzai,https://www.goodreads.com/author/show/7064545.Malala_Yousafzai,4.16,https://www.goodreads.com/book/show/17851885-i-am-malala,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375414895i/17851885._SY75_.jpg,4,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Best Feminist Books
Mary Wollstonecraft,https://www.goodreads.com/author/show/1853305.Mary_Wollstonecraft,4.01,https://www.goodreads.com/book/show/224388.A_Vindication_of_the_Rights_of_Men_A_Vindication_of_the_Rights_of_Woman_An_Historical_and_Moral_View_of_the_French_Revolution,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172856084i/224388._SY75_.jpg,4,A Vindication of the Rights of Men & A Vindication of the Rights of Woman & An Historical and Moral View of the French Revolution,Best Feminist Books
Roxane Gay,https://www.goodreads.com/author/show/3360355.Roxane_Gay,3.92,https://www.goodreads.com/book/show/18813642-bad-feminist,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421292744i/18813642._SY75_.jpg,3,Bad Feminist,Best Feminist Books
Octavia E. Butler,https://www.goodreads.com/author/show/29535.Octavia_E_Butler,4.31,https://www.goodreads.com/book/show/60931.Kindred,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1339423248i/60931._SY75_.jpg,4,Kindred,Best Feminist Books
Barbara Ehrenreich,https://www.goodreads.com/author/show/1257.Barbara_Ehrenreich,3.66,https://www.goodreads.com/book/show/1869.Nickel_and_Dimed,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442378091i/1869._SY75_.jpg,3,Nickel and Dimed: On (Not) Getting By in America,Best Feminist Books
Roald Dahl,https://www.goodreads.com/author/show/4273.Roald_Dahl,4.34,https://www.goodreads.com/book/show/39988.Matilda,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388793265i/39988._SY75_.jpg,4,Matilda,Best Feminist Books
Tamora Pierce,https://www.goodreads.com/author/show/8596.Tamora_Pierce,4.27,https://www.goodreads.com/book/show/13831.Alanna,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388206270i/13831._SY75_.jpg,4,"Alanna: The First Adventure (Song of the Lioness, #1)",Best Feminist Books
Stieg Larsson,https://www.goodreads.com/author/show/706255.Stieg_Larsson,4.26,https://www.goodreads.com/book/show/5060378-the-girl-who-played-with-fire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351778881i/5060378._SX50_.jpg,4,The Girl Who Played with Fire (Millennium #2),Best Feminist Books
Nathaniel Hawthorne,https://www.goodreads.com/author/show/7799.Nathaniel_Hawthorne,3.44,https://www.goodreads.com/book/show/12296.The_Scarlet_Letter,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404810944i/12296._SY75_.jpg,3,The Scarlet Letter,Best Feminist Books
bell hooks,https://www.goodreads.com/author/show/10697.bell_hooks,4.51,https://www.goodreads.com/book/show/250792.Ain_t_I_a_Woman,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1757107612i/250792._SY75_.jpg,4,Ain't I a Woman: Black Women and Feminism,Best Feminist Books
Cherríe L. Moraga,https://www.goodreads.com/author/show/1244575.Cherr_e_L_Moraga,4.52,https://www.goodreads.com/book/show/313110.This_Bridge_Called_My_Back,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387745604i/313110._SY75_.jpg,4,This Bridge Called My Back: Writings by Radical Women of Color,Best Feminist Books
Germaine Greer,https://www.goodreads.com/author/show/56667.Germaine_Greer,3.68,https://www.goodreads.com/book/show/98532.The_Female_Eunuch,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312002051i/98532._SX50_.jpg,3,The Female Eunuch,Best Feminist Books
Mya Robarts,https://www.goodreads.com/author/show/8108373.Mya_Robarts,3.95,https://www.goodreads.com/book/show/25437891-the-v-girl,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1688009281i/25437891._SY75_.jpg,3,The V Girl: A Coming of Age Story,Best Feminist Books
Boston Women's Health Book Collective,https://www.goodreads.com/author/show/56262.Boston_Women_s_Health_Book_Collective,4.37,https://www.goodreads.com/book/show/97869.Our_Bodies_Ourselves_for_the_New_Century,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392953859i/97869._SX50_.jpg,4,"Our Bodies, Ourselves for the New Century",Best Feminist Books
Ariel Levy,https://www.goodreads.com/author/show/11286.Ariel_Levy,3.67,https://www.goodreads.com/book/show/18745.Female_Chauvinist_Pigs,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436817219i/18745._SY75_.jpg,3,Female Chauvinist Pigs: Women and the Rise of Raunch Culture,Best Feminist Books
Azar Nafisi,https://www.goodreads.com/author/show/5151.Azar_Nafisi,3.67,https://www.goodreads.com/book/show/7603.Reading_Lolita_in_Tehran,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397751318i/7603._SY75_.jpg,3,Reading Lolita in Tehran: A Memoir in Books,Best Feminist Books
Jessica Valenti,https://www.goodreads.com/author/show/222118.Jessica_Valenti,4.08,https://www.goodreads.com/book/show/4914761-the-purity-myth,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1239579553i/4914761._SY75_.jpg,4,The Purity Myth: How America's Obsession with Virginity is Hurting Young Women,Best Feminist Books
Aristophanes,https://www.goodreads.com/author/show/1011.Aristophanes,3.86,https://www.goodreads.com/book/show/1591.Lysistrata,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335892524i/1591._SX50_.jpg,3,Lysistrata,Best Feminist Books
Charlotte Perkins Gilman,https://www.goodreads.com/author/show/29527.Charlotte_Perkins_Gilman,3.47,https://www.goodreads.com/book/show/531509.Herland,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403189138i/531509._SY75_.jpg,3,"Herland (The Herland Trilogy, #2)",Best Feminist Books
Leo Tolstoy,https://www.goodreads.com/author/show/128382.Leo_Tolstoy,4.11,https://www.goodreads.com/book/show/15823480-anna-karenina,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546091617i/15823480._SX50_.jpg,4,Anna Karenina,Best Feminist Books
Nicholas D. Kristof,https://www.goodreads.com/author/show/60441.Nicholas_D_Kristof,4.28,https://www.goodreads.com/book/show/6260997-half-the-sky,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320486170i/6260997._SX50_.jpg,4,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,Best Feminist Books
Jean Rhys,https://www.goodreads.com/author/show/25022.Jean_Rhys,3.59,https://www.goodreads.com/book/show/44597.Wide_Sargasso_Sea,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1714763884i/44597._SY75_.jpg,3,Wide Sargasso Sea,Best Feminist Books
Ntozake Shange,https://www.goodreads.com/author/show/32677.Ntozake_Shange,4.29,https://www.goodreads.com/book/show/58098.For_Colored_Girls_Who_Have_Considered_Suicide_When_the_Rainbow_Is_Enuf,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524175075i/58098._SY75_.jpg,4,For Colored Girls Who Have Considered Suicide / When the Rainbow Is Enuf,Best Feminist Books
Virginia Woolf,https://www.goodreads.com/author/show/6765.Virginia_Woolf,3.77,https://www.goodreads.com/book/show/14942.Mrs_Dalloway,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1646148221i/14942._SY75_.jpg,3,Mrs. Dalloway,Best Feminist Books
Ira Levin,https://www.goodreads.com/author/show/8050.Ira_Levin,3.89,https://www.goodreads.com/book/show/52350.The_Stepford_Wives,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554371721i/52350._SY75_.jpg,3,The Stepford Wives,Best Feminist Books
Sylvia Plath,https://www.goodreads.com/author/show/4379.Sylvia_Plath,4.18,https://www.goodreads.com/book/show/395090.Ariel,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442258738i/395090._SY75_.jpg,4,Ariel,Best Feminist Books
Susan Brownmiller,https://www.goodreads.com/author/show/35623.Susan_Brownmiller,4.05,https://www.goodreads.com/book/show/103180.Against_Our_Will,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474573383i/103180._SY75_.jpg,4,"Against Our Will: Men, Women and Rape",Best Feminist Books
Julia Serano,https://www.goodreads.com/author/show/328504.Julia_Serano,4.27,https://www.goodreads.com/book/show/605663.Whipping_Girl,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328853725i/605663._SX50_.jpg,4,Whipping Girl: A Transsexual Woman on Sexism and the Scapegoating of Femininity,Best Feminist Books
Jessica Valenti,https://www.goodreads.com/author/show/222118.Jessica_Valenti,3.89,https://www.goodreads.com/book/show/2181667.He_s_a_Stud_She_s_a_Slut_and_49_Other_Double_Standards_Every_Woman_Should_Know,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328746832i/2181667._SX50_.jpg,3,"He's a Stud, She's a Slut, and 49 Other Double Standards Every Woman Should Know",Best Feminist Books
Valerie Solanas,https://www.goodreads.com/author/show/29500.Valerie_Solanas,3.79,https://www.goodreads.com/book/show/52263.SCUM_Manifesto,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1373996519i/52263._SX50_.jpg,3,SCUM Manifesto,Best Feminist Books
Suzanne Collins,https://www.goodreads.com/author/show/153394.Suzanne_Collins,4.36,https://www.goodreads.com/book/show/6148028-catching-fire,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1586722941i/6148028._SY75_.jpg,4,"Catching Fire (The Hunger Games, #2)",Best Feminist Books
Toni Morrison,https://www.goodreads.com/author/show/3534.Toni_Morrison,4.14,https://www.goodreads.com/book/show/11337.The_Bluest_Eye,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388208495i/11337._SX50_.jpg,4,The Bluest Eye,Best Feminist Books
Marilyn French,https://www.goodreads.com/author/show/14160.Marilyn_French,3.99,https://www.goodreads.com/book/show/46456.The_Women_s_Room,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494520646i/46456._SY75_.jpg,3,The Women's Room,Best Feminist Books
Audre Lorde,https://www.goodreads.com/author/show/18486.Audre_Lorde,4.4,https://www.goodreads.com/book/show/395220.Zami,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388344915i/395220._SY75_.jpg,4,Zami: A New Spelling of My Name,Best Feminist Books
Mary Pipher,https://www.goodreads.com/author/show/5773339.Mary_Pipher,3.89,https://www.goodreads.com/book/show/159760.Reviving_Ophelia,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441333242i/159760._SY75_.jpg,3,Reviving Ophelia: Saving the Selves of Adolescent Girls,Best Feminist Books
Edith Wharton,https://www.goodreads.com/author/show/16.Edith_Wharton,3.98,https://www.goodreads.com/book/show/17728.The_House_of_Mirth,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328729186i/17728._SY75_.jpg,3,The House of Mirth,Best Feminist Books
Laura Esquivel,https://www.goodreads.com/author/show/4694.Laura_Esquivel,3.95,https://www.goodreads.com/book/show/6952.Like_Water_for_Chocolate,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550721459i/6952._SY75_.jpg,3,Like Water for Chocolate,Best Feminist Books
George Eliot,https://www.goodreads.com/author/show/173.George_Eliot,4.04,https://www.goodreads.com/book/show/19089.Middlemarch,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1568307771i/19089._SY75_.jpg,4,Middlemarch,Best Feminist Books
Thomas Hardy,https://www.goodreads.com/author/show/15905.Thomas_Hardy,3.84,https://www.goodreads.com/book/show/32261.Tess_of_the_D_Urbervilles,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1633063778i/32261._SY75_.jpg,3,Tess of the D’Urbervilles,Best Feminist Books
Sandra M. Gilbert,https://www.goodreads.com/author/show/974993.Sandra_M_Gilbert,4.21,https://www.goodreads.com/book/show/149709.The_Madwoman_in_the_Attic,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348225811i/149709._SY75_.jpg,4,The Madwoman in the Attic: The Woman Writer and the Nineteenth-Century Literary Imagination,Best Feminist Books
Euripides,https://www.goodreads.com/author/show/973.Euripides,3.96,https://www.goodreads.com/book/show/752900.Medea,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328868366i/752900._SY75_.jpg,3,Medea,Best Feminist Books
Alison Bechdel,https://www.goodreads.com/author/show/54223321.Alison_Bechdel,4.07,https://www.goodreads.com/book/show/26135825-fun-home,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440097020i/26135825._SY75_.jpg,4,Fun Home: A Family Tragicomic,Best Feminist Books
